group,att,inter,likeable,PI,image_path,label,label_num,description_phi4
382,4.11111111111111,4.44444444444444,4.22222222222222,3.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/382 - 16992368578675305135.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of appreciation for the truck's design and its capability to handle off-road conditions. The low-level features such as the sturdy build, the off-road tires, and the elevated suspension give a sense of strength and durability. The high-level features like the sleek lines, the modern grille, and the overall aesthetic appeal contribute to a feeling of sophistication and style. The natural landscape in the background might evoke feelings of adventure and the joy of exploring the great outdoors."
303,2.66666666666667,2.66666666666667,3.33333333333333,2.83333333333333,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/303 - 10126595835212046996.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel that the car is modern, sleek, and stylish. The low-level features such as the white color, the design of the wheels, and the shape of the car indicate that it is a contemporary model. The high-level features like the overall design, the body shape, and the placement of the windows suggest that the car is likely a luxury or premium model. The blue background gives it a clean and professional look, which might make the car appear more appealing and desirable."
381,3.44444444444444,3.77777777777778,4.33333333333333,4.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/381 - 13765359859658332347.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of confidence and security, as the SUV is designed to look robust and stable. The low-level features such as the sturdy build, the clear and bright headlights, and the visible safety features like the visible brake lights contribute to this perception. The high-level features, such as the sleek and modern design, the high-quality finish, and the well-maintained appearance, also play a role in making the vehicle look appealing and trustworthy. The setting of the image, with the car driving on a highway against a backdrop of a clear sky and a cityscape, might evoke feelings of freedom and adventure."
370,2.9,2.9,3.2,3.3,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/370 - 1334261120177345583.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of modernity and sophistication due to the car's sleek and contemporary design. The white color of the car could evoke feelings of cleanliness, simplicity, and elegance. The blue accents on the wheels and the side mirrors add a touch of color and vibrancy, which might make the car appear more dynamic and youthful. The overall design suggests that the car is a new model, possibly from a high-end or luxury brand, which could make the viewer feel that the car is a desirable and aspirational purchase."
171,3.55555555555556,4.33333333333333,5.77777777777778,3.55555555555556,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/171 - 1015912526507263349.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of sophistication and modernity due to the low-level features such as the sleek design, shiny chrome wheels, and the prominent front grille. The high-level features like the spacious interior, the brand's reputation for quality, and the vehicle's capability for both comfort and performance might evoke feelings of trust and aspiration. The natural landscape in the background could also give a sense of adventure or freedom associated with the vehicle."
106,3.6,3.2,3.4,3.2,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/106 - 11501416796649434180.jpeg,Bottom33Pct,0.0,"The person seeing the image might think and feel a sense of awe or admiration for the sleek design and modern aesthetics of the cars. The low-level features such as the shiny metallic bodies, the smooth lines, and the reflective surfaces of the cars suggest luxury and high quality. The high-level features, such as the arrangement of the cars in a row, the clear sky, and the calm sea in the background, evoke a sense of freedom and adventure. The presence of the navigation arrow might also suggest a journey or a new beginning, which could evoke feelings of excitement and anticipation for the future."
560,3.1,3.9,4.2,2.9,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/560 - 1213952198085127287.jpeg,Bottom33Pct,0.0,"At the low level, a person might focus on the clear visibility of the blue car, the road, and the surrounding environment, which could evoke feelings of clarity or order. The green bar could suggest a sense of safety or permission to proceed. At the high level, the car's design and color might evoke feelings of modernity, luxury, or status, while the urban setting could suggest a sense of everyday life, routine, or the hustle and bustle of city living."
allinone1,4.63636363636364,4.63636363636364,4.63636363636364,3.36363636363636,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/named_images/allinone/allin1 (1).png,Top33Pct,2.0,"A person seeing the image might think and feel a sense of awe or admiration due to the car's sleek design and modern aesthetics. The low-level features such as the car's shiny white exterior, the aerodynamic shape, and the stylish rims contribute to its sophisticated appearance. The high-level features, including the car's advanced technology and innovative design, might evoke feelings of excitement and curiosity about the car's capabilities and performance."
323,4.16666666666667,5.16666666666667,5.33333333333333,4.83333333333333,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/323 - 17030101999762978339.jpeg,Top33Pct,2.0,"A person seeing the image might think about the advancement of electric vehicles and feel a sense of innovation and progress. The low-level features such as the electric plug indicate the car's electric nature, which is a significant development in reducing carbon emissions. The high-level features, including the sleek design and modern aesthetics, convey a sense of luxury and forward-thinking technology. The person might also feel optimistic about the future of transportation and the potential for cleaner, more sustainable options."
PI6,5.11111111111111,5.44444444444444,5.66666666666667,4.88888888888889,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/named_images/PI/PI (6).png,Top33Pct,2.0,"A person seeing the image could expect to think and feel a sense of excitement and admiration for the car's design and capabilities. The low-level features, such as the sleek bodywork, the bold rims, and the distinctive headlights, contribute to a perception of modernity and sophistication. The high-level features, including the car's dynamic stance, the aerodynamic shape, and the overall aesthetic, suggest that this vehicle is designed for performance and style, which could evoke feelings of aspiration and desire for luxury and adventure. The natural setting with rocks and the sense of motion might also convey a feeling of freedom and the ability to conquer challenging terrains."
422,3.33333333333333,3.77777777777778,3.66666666666667,2.55555555555556,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/422 - 10089981462291404639.jpeg,Bottom33Pct,0.0,"The image is likely to evoke a sense of modernity, luxury, and sophistication. The low-level features such as the sleek black grille, shiny red paint, and shiny silver rims contribute to this perception by highlighting the car's design and quality. The high-level features, such as the overall shape and style of the car, suggest that it is a high-end vehicle, possibly from a well-known luxury brand. The blurred green background with lights may also evoke a feeling of sophistication and exclusivity."
365,4.0,3.5,3.4,2.5,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/365 - 15511378442574529178.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of excitement and adventure. The low-level features such as the rugged terrain and the vehicle's off-road tires suggest a connection to outdoor activities and the capability to handle challenging environments. The high-level features, including the vehicle's design and color, convey a sense of style and modernity, which could evoke feelings of optimism and readiness for exploration."
219,3.0,2.9,3.2,2.4,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/219 - 11064911534906399106.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of anticipation and excitement about the vehicle's modern design and features. The low-level features such as the sleek headlights, the intricate grille design, and the stylish alloy wheels suggest a vehicle that is built for performance and aesthetics. The high-level features, including the overall shape and stance, indicate that the vehicle is likely to offer a comfortable and dynamic driving experience. The image conveys a sense of luxury and sophistication, which could evoke feelings of desire for a new car that combines both functionality and style."
240,4.09090909090909,5.09090909090909,4.81818181818182,4.63636363636364,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/240 - 4531020251426028828.jpeg,Top33Pct,2.0,"A person seeing the image might feel a sense of excitement and admiration due to the low-level features such as the bright yellow color of the car, which is often associated with energy and happiness. The high-level features, such as the sleek design, the Mercedes-Benz logo, and the modern headlights, might evoke feelings of luxury, status, and the desire for a high-end, sophisticated vehicle. The image could also make someone think about the performance and quality that Mercedes-Benz cars are known for, potentially stirring up a sense of aspiration or desire to own such a vehicle."
146,3.90909090909091,4.0,4.0,3.45454545454545,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/146 - 16406012996617158538.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of admiration and excitement due to the high-level features of the vehicle, such as its modern and sleek design, which suggests innovation and luxury. The low-level features, such as the precise detailing on the wheels and the clean lines of the bodywork, contribute to the overall impression of a high-quality and well-crafted vehicle. The image may also evoke a feeling of aspiration, as the car represents a cutting-edge technology that could be a significant advancement in the automotive industry."
059,4.63636363636364,4.09090909090909,3.81818181818182,2.27272727272727,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/059 - 6033472036553164412 Cropped.jpg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement and admiration for the car's design and performance. At the low level, the image features a sleek, sporty Alfa Romeo Giulia Spider with a vibrant red color that stands out, indicating a high-performance vehicle. The motion blur of the car suggests speed and agility, appealing to those who value performance and style.

At the high level, the image conveys a sense of freedom and adventure, as the car is depicted on a road surrounded by trees, which could imply a journey or escape. The natural setting and the car's dynamic appearance together create an aspirational image that might evoke feelings of desire and longing for a similar driving experience."
023,4.375,3.75,4.5,3.375,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/023 - 10051599797652950155.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement and anticipation due to the high-level features such as the luxury and modern design of the Acura vehicle, which is showcased against a vibrant and celebratory background of fireworks. The fireworks could evoke feelings of joy and festivity, suggesting that the car is a product of a significant occasion or a major launch event. The silver color of the car adds to the feeling of sophistication and high-end quality. The overall composition of the image, with the car as the central focus and the fireworks as a dynamic backdrop, could make the viewer feel that they are witnessing something special and exclusive."
388,3.33333333333333,4.44444444444444,3.88888888888889,3.44444444444444,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/388 - 5442272684170180321 Cropped.jpg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of admiration and excitement. The low-level features such as the sleek design of the car, the shiny and well-maintained exterior, and the dynamic pose of the car on the road contribute to this positive impression. The high-level features, such as the modern and luxurious look of the car, the advanced technology implied by the design, and the sense of performance and speed from the car's stance and angle, might also evoke feelings of aspiration and desire for the car. Overall, the image conveys a sense of sophistication, style, and high performance."
322,3.16666666666667,3.66666666666667,4.16666666666667,2.5,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/322 - 10051184127798277112.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel positive emotions due to the high-level features of the image. The image showcases a blue SUV, which is a high-end and luxurious vehicle, often associated with success and status. The SUV is presented in a clean and professional manner, which could evoke a sense of trust and reliability in the brand. The image is well-lit and clear, which can make the viewer feel that the product is of high quality. Additionally, the absence of any negative or alarming elements in the image could make the viewer feel at ease and confident in their potential purchase."
160,3.2,3.5,2.8,3.1,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/160 - 10144831224552980034.jpeg,Bottom33Pct,0.0,"The image is likely to evoke a sense of modernity and sophistication due to the high-level features such as the sleek design of the car, which is a Hyundai model. The car's color and style suggest a vehicle that is both stylish and likely to be a status symbol. The low-level features, such as the lighting and the reflective surface, add to the high-end feel of the image. The person seeing the image might think about the car's potential performance, comfort, and luxury, and feel a sense of aspiration or desire to own such a vehicle."
218,4.2,3.3,3.4,2.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/218 - 12403824045670644557.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of luxury, comfort, and adventure. The low-level features such as the shiny exterior, the chrome detailing, and the quality of the wheels suggest a high-end vehicle that is well-maintained and possibly new. The high-level features, including the scenic background of mountains and a body of water, imply that the vehicle is capable of providing a comfortable and scenic drive in a picturesque environment. The overall impression is one of a premium SUV that is both stylish and functional, designed for those who appreciate the finer things in life and the beauty of nature."
172,2.88888888888889,4.11111111111111,5.11111111111111,2.77777777777778,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/172 - 10162538856110326592.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel that the car is a high-end, luxurious, and modern vehicle. The white color and sleek design of the car give it a clean and sophisticated appearance. The large wheels and shiny rims add to the luxurious feel. The car is parked in front of a concrete wall, which could make it stand out and look impressive. Overall, the image conveys a sense of elegance and high quality."
258,4.18181818181818,4.81818181818182,5.09090909090909,5.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/258 - 10093732962456297137.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel impressed by the sleek and modern design of the car. The low-level features such as the shiny black exterior, the stylish rims, and the aerodynamic shape contribute to the car's luxurious appearance. The high-level features, including the setting in a cityscape with tall buildings and a clear sky, suggest that the car is meant for an urban environment and is likely a high-end model. The image evokes a sense of sophistication and high status."
allinone4,4.09090909090909,4.18181818181818,4.54545454545455,4.63636363636364,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/named_images/allinone/allin1 (4).png,Top33Pct,2.0,"A person seeing this image might feel a sense of excitement and anticipation due to the low-level features such as the dynamic pose of the car, the motion blur indicating movement, and the dust being kicked up by the tires, which all contribute to the feeling of speed and power. The high-level features, such as the sleek design of the car, the modern and futuristic look, and the luxurious appearance, might make the person think of the car as a high-end, cutting-edge model. The combination of these features could also evoke a sense of aspiration or desire for a similar vehicle."
488,3.6,3.6,4.2,3.4,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/488 - 4176061956029297871.jpeg,Mid33Pct,1.0,"At a low level, a person might think and feel that the car is a new and modern model, possibly with advanced technology and features. The sleek design of the car, the shiny red color, and the clear blue sky in the background might give the person a sense of luxury and status. At a high level, the car could evoke feelings of excitement and aspiration, as it represents a desirable mode of transportation and a symbol of success. The car's design and appearance might also make the person think about the brand's reputation and the level of comfort and safety it offers."
522,2.09090909090909,2.81818181818182,3.09090909090909,1.63636363636364,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/522 - 10103480841570846050.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel positive emotions due to the high-level features such as the sleek design of the car, which is red, and the modern, clean background that suggests a sense of advancement and innovation. The low-level features, such as the specific design elements of the car's body, headlights, and wheels, contribute to the overall impression of a high-quality, stylish vehicle that is likely to be a desirable choice for potential buyers."
349,2.72727272727273,2.63636363636364,3.0,2.18181818181818,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/349 - 10043865947684688506.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of excitement and curiosity. The low-level features such as the sleek design of the car, the shiny metallic finish, and the stylish rims might evoke a sense of modernity and sophistication. The high-level features like the car's positioning and the dynamic angle of the image could make the viewer feel the car is powerful and ready to take on the road. The contrast between the yellow and white backgrounds might also create a sense of energy and vibrancy, making the car stand out and appear more appealing."
038,3.1,4.2,4.4,4.1,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/038 - 6357285533138199025 Cropped.jpg,Mid33Pct,1.0,"At a low level, the image features a silver SUV parked in front of a house with a solar panel on the roof, suggesting a focus on eco-friendliness. The SUV is a modern model with a sleek design and alloy wheels, indicating a high-end vehicle. The presence of the solar panel implies a high level of sustainability and a commitment to renewable energy sources. At a high level, the image conveys a sense of luxury, modernity, and environmental consciousness. The viewer might feel a sense of admiration for the advanced technology of the solar panel and the stylish design of the SUV. The image could also evoke feelings of aspiration towards a cleaner, more sustainable lifestyle."
366,2.9,3.3,3.4,3.1,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/366 - 14269146059135542730.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel that they are viewing a selection of Lexus vehicles, possibly considering a purchase or lease. The low-level features such as the specific model names, colors, and design elements like the distinctive Lexus grille and emblem contribute to the recognition of the brand and the individual models. The high-level features, which include the overall aesthetic, the positioning of the cars, and the clean, professional background, convey a sense of luxury, quality, and modernity. This could evoke feelings of aspiration, desire for status, or the need for a reliable and stylish vehicle."
291,4.3,5.2,5.4,4.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/291 - 11061632239902906725.jpeg,Top33Pct,2.0,"The low-level features of the image that a person might notice include the bright red color of the car, the wet road reflecting the car, the modern design of the car's body, and the sleek rims on the wheels. These features might make the person think about the car's stylish appearance and its suitability for rainy weather. The high-level features, such as the car's brand and model, which are not clearly visible, might lead the person to think about the car's performance, comfort, and safety features. The overall impression of the image might make the person feel excited or curious about the car's capabilities and how it would perform in various driving conditions."
371,3.90909090909091,4.45454545454545,4.09090909090909,3.27272727272727,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/371 - 18191819325291307577.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of modernity and style due to the high-level features such as the red Honda car, which is a popular and recognizable brand, and the contemporary design of the building in the background. The low-level features, such as the clear blue sky, the well-maintained sidewalk, and the presence of pedestrians, contribute to a feeling of a pleasant, everyday urban environment. The overall impression might be one of a comfortable and safe city life."
462,3.28571428571429,2.14285714285714,2.42857142857143,2.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/462 - 7791919778253975662 Cropped.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of excitement and anticipation for a new vehicle. The low-level features such as the blue car, the red circular graphic, and the red rectangle suggest a dynamic and modern car, possibly with a focus on performance or innovation. The high-level features like the large red '0' and the speed lines imply speed and efficiency, which are desirable attributes in a car. The overall design and elements of the image are crafted to evoke a positive emotional response, likely to attract potential buyers or car enthusiasts."
279,4.0,4.1,3.9,4.1,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/279 - 10133872302453353079.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of admiration or aspiration due to the high-level features of the car, such as its sleek design, luxurious appearance, and the sporty rims that suggest a high-performance vehicle. The car's silver color and well-maintained condition indicate that it is a premium model, which could evoke feelings of desire or envy. The open landscape in the background might also inspire feelings of freedom or adventure associated with driving such a car."
245,3.4,3.8,4.1,3.2,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/245 - 14156879549558948021.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement and anticipation for the new car models. The low-level features such as the sleek design of the cars, the shiny and well-maintained exteriors, and the modern headlights and rims would give a sense of sophistication and high quality. The high-level features, such as the unique and stylish color schemes and the modern and aerodynamic shapes, would make the cars appear cutting-edge and innovative. The image might also evoke a feeling of luxury and status, as the cars are likely to be high-end and expensive models. Overall, the image would create a positive and aspirational impression in the viewer's mind."
376,3.63636363636364,4.54545454545455,4.36363636363636,3.90909090909091,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/376 - 12459463841554772606.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of luxury and sophistication due to the high-end features of the car, such as its sleek design, prominent grille, and stylish wheels. The car's color and the clear, bright sky in the background might also evoke feelings of freshness and calmness."
interest4,4.27272727272727,4.36363636363636,4.18181818181818,3.72727272727273,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/named_images/interest/interest (4).png,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement and anticipation. The low-level features such as the sleek design of the white SUV, the modern and stylish headlights, and the shiny rims on the wheels give the car a fresh, contemporary look. The high-level features like the SUV's capability to handle rugged terrains, as suggested by the rocky background, and its potential for eco-friendliness, inferred from the 'Z' symbol which often represents electric vehicles, might make the viewer feel that this car is not only aesthetically pleasing but also practical and environmentally conscious."
039,4.0,3.9,4.2,3.7,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/039 - 13790638113761897447.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of sophistication and modernity due to the high-level features such as the sleek design of the white SUV, the presence of two individuals in business attire, and the well-lit, clean environment that suggests a professional setting. The low-level features like the clear view of the vehicle, the visible wheels, and the shadows cast by the lighting contribute to the realistic portrayal of the car, enhancing the overall impression of quality and advanced technology."
249,3.6,3.8,3.7,2.9,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/249 - 10063850632064170444.jpeg,Bottom33Pct,0.0,"At a low level, the image features a sleek, silver car with a modern design, large wheels, and a prominent front grille. These details may evoke feelings of sophistication, style, and performance. At a high level, the car's design and features, such as its streamlined shape and advanced technology, suggest a sense of innovation, luxury, and cutting-edge engineering. The car's design may also evoke feelings of aspiration and desire for a high-end, luxurious lifestyle."
405,4.54545454545455,4.09090909090909,4.0,3.54545454545455,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/405 - 17721457008640499218.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement or adventure due to the car driving on a scenic coastal road. The low-level features such as the winding road, the car, and the guardrail contribute to the sense of motion and journey. The high-level features like the clear blue sky, the calm sea, and the lush greenery along the coast evoke feelings of freedom, tranquility, and connection with nature."
attention4,4.55555555555556,4.0,4.66666666666667,3.77777777777778,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/named_images/attention/attention (4).png,Top33Pct,2.0,"A person seeing the image might think and feel a sense of excitement and anticipation due to the sleek design and modern features of the car. The low-level features such as the car's streamlined body, the stylish wheels, and the dynamic motion captured in the image contribute to the overall impression of a high-performance vehicle. The high-level features, such as the car's positioning in a natural, open environment, suggest a sense of freedom and adventure. The car's design and the setting together evoke feelings of readiness for a journey, whether it's a daily commute or a road trip."
153,4.1,3.6,3.7,3.9,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/153 - 14394574304715561753.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of luxury, sophistication, and modernity. The low-level features such as the car's sleek design, shiny chrome details, and elegant wheels contribute to the overall sophisticated appearance. The high-level features, such as the woman's stylish and elegant attire, and the minimalist yet modern interior design of the car, enhance the feeling of luxury and contemporary style. The combination of these elements creates an image that exudes elegance and high-end quality."
304,3.14285714285714,3.0,3.14285714285714,2.42857142857143,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/304 - 10617058156109814096.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel positive emotions due to the high-level features of the image such as the vibrant and appealing design of the red car, the dynamic cityscape background that suggests excitement and energy, and the large red sun-like symbol that adds a sense of vitality and optimism. The low-level features, such as the clear and bright colors, the sharp and detailed rendering of the car and the background, and the clean and well-balanced composition, contribute to a sense of quality and professionalism. Overall, the image could evoke feelings of admiration, aspiration, and confidence in the viewer."
116,3.54545454545455,3.36363636363636,3.09090909090909,3.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/116 - 10155388803514803966.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of excitement and anticipation due to the high-level features of the image, such as the dynamic fireworks and the bold, capitalized text that suggests a significant and celebratory event. The low-level features, such as the detailed depiction of the car and the specific text about the car's features and availability, might evoke a sense of curiosity and interest in the car's capabilities and the event's details. The overall impression might be one of a special occasion, possibly a launch or promotion for the car, which could be seen as an exciting opportunity for potential buyers or enthusiasts."
505,4.72727272727273,4.27272727272727,4.18181818181818,3.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/505 - 10810850014502104331.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement and admiration for the car's design and performance capabilities. The low-level features, such as the car's sleek and aggressive bodywork, the intricate detailing, and the high-performance tires, would contribute to this feeling by showcasing the car's technical excellence and engineering prowess. The high-level features, such as the car's positioning in a tunnel, the dynamic angle of the shot, and the inclusion of the red and black color scheme, would evoke a sense of speed, power, and luxury. Overall, the image would likely elicit feelings of awe and desire to experience the thrill of driving such a high-performance vehicle."
attention3,4.45454545454545,4.36363636363636,4.54545454545455,2.81818181818182,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/named_images/attention/attention (3).png,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of awe and admiration for the vehicle's design and technology. The low-level features, such as the sleek and modern design of the car, the smooth and shiny exterior, and the stylish rims, contribute to a feeling of sophistication and high quality. The high-level features, such as the innovative and futuristic design, the advanced technology, and the luxurious and comfortable interior, evoke a sense of excitement and wonder about the future of transportation. Overall, the image can evoke a strong emotional response, ranging from admiration and appreciation to curiosity and anticipation for the future of cars."
460,3.2,2.6,3.6,2.6,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/460 - 10137913459005211514.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of excitement and anticipation due to the presence of the red SUV, which is often associated with luxury and high performance. The festive background with a Christmas tree and the word ""SELF"" could evoke feelings of joy, celebration, and perhaps a connection to the holiday season. The combination of these elements might suggest that the SUV is a special or limited edition model, which could further enhance the feelings of exclusivity and desirability. The overall composition of the image, with its vibrant colors and festive theme, is designed to capture the viewer's attention and create a positive emotional response."
319,4.83333333333333,4.5,5.0,3.5,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/319 - 10115959399558140316.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of awe and admiration for the luxury and design of the Mercedes-Benz car. The low-level features, such as the detailed design of the car, the sleek lines, and the shiny finish, would contribute to a feeling of sophistication and high status. The high-level features, such as the iconic logo and the overall aesthetic, would evoke a sense of prestige and exclusivity. The image might also inspire feelings of aspiration or desire for wealth and success associated with owning such a vehicle."
like9,5.0,5.83333333333333,6.0,5.83333333333333,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/named_images/like/likeable (9).png,Top33Pct,2.0,"Based on the image, a person might think and feel a sense of excitement and anticipation for a futuristic and eco-friendly mode of transportation. The low-level features such as the sleek design, the modern and aerodynamic shape, and the advanced-looking wheels contribute to a feeling of sophistication and innovation. The high-level features, such as the concept of an electric vehicle (as suggested by the design and the absence of traditional car elements), evoke a sense of environmental consciousness and a forward-thinking approach to transportation. The setting in a natural, tree-lined area also adds to the feeling of harmony between technology and nature. Overall, the image could elicit feelings of optimism about the future of sustainable transportation."
PI2,5.0,4.4,4.0,3.3,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/named_images/PI/PI (2).png,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement, adventure, and freedom. The low-level features, such as the clear blue sky, the bright sunlight, and the smooth sand, create a serene and inviting atmosphere that evokes feelings of tranquility and peace. The high-level features, such as the blue car driving through the desert, add an element of adventure and exploration, as it suggests a journey into the unknown. The car's sleek design and the vastness of the desert landscape might also evoke feelings of luxury and sophistication. Overall, the image combines elements of relaxation and excitement, creating a sense of wonder and anticipation."
448,2.72727272727273,2.27272727272727,2.36363636363636,2.18181818181818,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/448 - 11767682451859653130.jpeg,Bottom33Pct,0.0,"At a low level, a person seeing the image might notice the bright colors, the blue car, and the hot air balloon. The car has a modern design with sleek headlights and a shiny body, while the hot air balloon is colorful and appears to be floating above the car. At a high level, a person might think and feel a sense of adventure and excitement. The combination of the car and the hot air balloon could evoke the feeling of a fun road trip or a vacation. The image might also inspire a sense of freedom and the joy of exploring new places."
